728310ce a4f50e79 a53f7758 00000020 00000024 0 0
b6bfec3f 31b5105f cf3cb24c ba5f0560 ba5f0564 0 1
e434ee4d e8ff3548 c095962f ba5f0560 ba5f0564 0 0
48f55d16 392a88c9 842dd70c ba5f0564 ba5f0568 0 0
a4829cbd bdcc6808 649c1bd1 ba5f0568 ba5f056c 0 0
1224a47f dd2058a9 6769ac79 ba5f056c ba5f0570 0 1
ed1e3bc1 52eed7f4 ef7bb28f ba5f056c ba5f0570 0 0
2a9f8ceb da7699c6 9129c9bd ba5f0570 ba5f0574 0 1
ac5744eb e541cdf2 e22f1a3c ba5f0570 ba5f0574 0 0
d4d878e1 626c056b 4acdcf89 ba5f0574 ba5f0578 0 0
9e67c468 b3488ddc da5874b5 ba5f0578 ba5f057c 1 0
2d853cc6 f23dfbbf e790977d 9e67c468 9e67c46c 0 0
e7c74d3c ff87412d 2a558319 9e67c46c 9e67c470 0 0
cd4b6023 35b42c03 eadcd44d 9e67c470 9e67c474 0 0
4d2f0ba9 2e9b1346 62dfb0c3 9e67c474 9e67c478 0 0
c6c5e613 1894aac4 190ca676 9e67c478 9e67c47c 0 0
65752a52 4a0e57d1 6843f548 9e67c47c 9e67c480 0 1
5e7db840 058f1814 c1357c38 9e67c47c 9e67c480 0 0
e6902db8 d2f88a5e 7a9e6c48 9e67c480 9e67c484 0 1
0a4ab5dc bbb32399 fdfdbf09 9e67c480 9e67c484 0 1
07e1cb53 1f370513 6e4ec488 9e67c480 9e67c484 0 0
c285bdc8 cdffd73e 12df38ef 9e67c484 9e67c488 0 1
1e432365 0540c3e9 7fd941be 9e67c484 9e67c488 0 1
a470bb64 61c84ae0 fd0643b1 9e67c484 9e67c488 0 0
e9017202 aad222d0 eb0b0a17 9e67c488 9e67c48c 0 1
9972fcb8 e085ada4 c74ceb99 9e67c488 9e67c48c 0 0
212aa785 68371a3d 37a8d8b2 9e67c48c 9e67c490 0 0
504d3fb9 cb295d4d e482e2eb 9e67c490 9e67c494 0 1
35426142 64124b53 b06a97ba 9e67c490 9e67c494 0 0
3dd52983 68edfd54 08ee156a 9e67c494 9e67c498 0 0
c3b846ef c986b6a3 abc8074d 9e67c498 9e67c49c 0 0
ff78d996 299d0bf9 2122bcd2 9e67c49c 9e67c4a0 0 1
db2d063e 66aa88bd 8e61ce55 9e67c49c 9e67c4a0 0 1
010cc68f b79af255 0418bdd6 9e67c49c 9e67c4a0 0 1
0c0dfc5f fa15afe1 7e1f08ed 9e67c49c 9e67c4a0 0 0
8a0b4803 e8eb63ab 9f2eb536 9e67c4a0 9e67c4a4 3 0
ece7f782 62cc0f58 63d62bda 9f2eb536 9f2eb53a 0 0
3d9df332 ded18bfc 5ef23c4c 9f2eb53a 9f2eb53e 0 0
6030b243 2926fb6e 78587087 9f2eb53e 9f2eb542 0 0
b110f951 33eab33e f081d6cb 9f2eb542 9f2eb546 0 0
445662c7 caf61e0d 57bbbb1d 9f2eb546 9f2eb54a 0 1
df1e2b5b f7aeb6a6 9258793a 9f2eb546 9f2eb54a 0 1
b09366b6 35acef44 cfb6edb1 9f2eb546 9f2eb54a 0 1
f98984e9 2b2a44ff ae325dc0 9f2eb546 9f2eb54a 0 1
d9b1437c 63e80ddf b921db1c 9f2eb546 9f2eb54a 0 0
8732a698 dd87b8e5 c982a08c 9f2eb54a 9f2eb54e 0 1
a52af278 df3923c8 c6a26297 9f2eb54a 9f2eb54e 0 0
654b0b32 565de436 8622a3ba 9f2eb54e 9f2eb552 0 0
a664bd1b 7b581bc3 56097288 9f2eb552 9f2eb556 0 0
ab591fdc 966945c9 ca8e0532 9f2eb556 9f2eb55a 0 1
41ea6071 15c75fbf 2b4ec8ef 9f2eb556 9f2eb55a 0 1
fc641fd0 2fa10e5b e52d743c 9f2eb556 9f2eb55a 0 0
b903eba5 f49f45e2 977e3a85 9f2eb55a 9f2eb55e 0 1
9a38b556 aa602351 998c10de 9f2eb55a 9f2eb55e 0 1
39840bcc 104d50fd 46e119f8 9f2eb55a 9f2eb55e 0 1
6a053b52 2427ee17 2ddd785f 9f2eb55a 9f2eb55e 0 0
a1762619 09bdb79a 54a6b019 9f2eb55e 9f2eb562 0 0
ba4ce774 29285390 c98db60a 9f2eb562 9f2eb566 0 0
f801e729 a0d58e84 17117773 9f2eb566 9f2eb56a 0 0
4eac6d29 60e9b6bc 0520cd12 9f2eb56a 9f2eb56e 0 1
e4b031f7 0b53c4a1 d9c874e3 9f2eb56a 9f2eb56e 2 1
d801a21c f933f3a4 7e103e5d 9f2eb56a 9f2eb56e 0 0
6368f7ae fde0fcb0 aa9b82f1 9f2eb56e 9f2eb572 0 1
51b98e1d 32d86935 aa01a8a1 9f2eb56e 9f2eb572 0 1
c232f037 7f77b7f3 70f0433a 9f2eb56e 9f2eb572 0 1
acd65c6b 666ba8ae f0f91646 9f2eb56e 9f2eb572 0 1
3e9f048d 3822bef6 6bb1a26b 9f2eb56e 9f2eb572 0 1
1cc13099 f6808c8b d9cdf8c7 9f2eb56e 9f2eb572 0 1
b4fea4c1 098e1231 bcf9dea7 9f2eb56e 9f2eb572 0 1
0256d185 e43b2948 15a76e3d 9f2eb56e 9f2eb572 0 0
d8e6acbd 0c3c8f10 da1a068c 9f2eb572 9f2eb576 0 0
4b6dfdd2 005c8e3b e938d143 9f2eb576 9f2eb57a 0 0
f41703c7 200c37ed e53e1fae 9f2eb57a 9f2eb57e 0 1
f73524e1 ed70ea22 762d5bea 9f2eb57a 9f2eb57e 0 0
6ab21fdc 7a2c2a60 2387d6ff 9f2eb57e 9f2eb582 0 1
60aaeafe c5232a40 32758bb9 9f2eb57e 9f2eb582 0 1
68bb86f2 df448f0c e609f664 9f2eb57e 9f2eb582 0 0
88571f8b 75d1b596 789e2abb 9f2eb582 9f2eb586 0 0
b141286c 2171b90e bb0c3591 9f2eb586 9f2eb58a 0 0
2c0f6264 8fc824eb 27c09127 9f2eb58a 9f2eb58e 0 1
c195add6 fdff1ffd 66d74494 9f2eb58a 9f2eb58e 0 1
5a6eac69 c5866a0f f1f86ef9 9f2eb58a 9f2eb58e 0 1
63feec89 8fed8d21 bfcb3bcf 9f2eb58a 9f2eb58e 0 1
13886c4d ed4b26b0 ac4eaf0b 9f2eb58a 9f2eb58e 0 0
220f0c87 1e12959f 7133de0a 9f2eb58e 9f2eb592 0 0
aedf4dbf d26098ba a810473a 9f2eb592 9f2eb596 0 0
e9915a51 446a85c1 19d59340 9f2eb596 9f2eb59a 0 1
548cdbeb 7985788e bf97b594 9f2eb596 9f2eb59a 0 0
bb5af910 1e2fb369 147559dc 9f2eb59a 9f2eb59e 0 0
6d985a29 6eaf45e0 9108f6c3 9f2eb59e 9f2eb5a2 0 0
b994c43f 8e932555 4899d9f3 9f2eb5a2 9f2eb5a6 0 1
4a564c8f 2b3c41de 2da28de9 9f2eb5a2 9f2eb5a6 0 0
fb4ab378 9bb2529d 2a43bef6 9f2eb5a6 9f2eb5aa 0 1
cc7e109b 6a7a239e d8383a22 9f2eb5a6 9f2eb5aa 0 1
39122233 2826559c 84622c98 9f2eb5a6 9f2eb5aa 0 1
78ef89b6 a4dd05d4 66a65daf 9f2eb5a6 9f2eb5aa 0 1
789c9aef 753e11a1 5f7a50b3 9f2eb5a6 9f2eb5aa 0 0
658a66c2 bd1b4d2e e492731e 9f2eb5aa 9f2eb5ae 0 1
1ed3e283 26c1b276 01ab5119 9f2eb5aa 9f2eb5ae 0 1
1e12557d b13942df 548a29ac 9f2eb5aa 9f2eb5ae 0 1
6d327286 f76ed441 a52fc383 9f2eb5aa 9f2eb5ae 0 1
b90bfa26 da3e2079 dfb39f36 9f2eb5aa 9f2eb5ae 0 0
3cd42465 a588ee27 1a9c6c01 9f2eb5ae 9f2eb5b2 0 0
fdcc5bf7 4a66d6de e568fe32 9f2eb5b2 9f2eb5b6 0 0
f9653325 e4a6bd84 8475a78f 9f2eb5b6 9f2eb5ba 0 0
7f9c1509 fc3bd8ce 8245e82f 9f2eb5ba 9f2eb5be 0 0
1f1b30e0 f186d1f0 0ad2caaf 9f2eb5be 9f2eb5c2 0 0
ca776366 342100d3 ffdd5c16 9f2eb5c2 9f2eb5c6 0 1
e7e7fab8 2b83e31a 05d23be7 9f2eb5c2 9f2eb5c6 0 1
dd013d63 418ad51a 052dca9f 9f2eb5c2 9f2eb5c6 0 0
ecda5547 3f4528ce 6df5b51a 9f2eb5c6 9f2eb5ca 0 0
ef1f2c19 be6c5468 988e6d54 9f2eb5ca 9f2eb5ce 0 1
d74bb2ce 38991267 c45c54e0 9f2eb5ca 9f2eb5ce 0 1
302e845d 15c5c810 71005ada 9f2eb5ca 9f2eb5ce 0 1
30acda31 2ccdb188 67aad300 9f2eb5ca 9f2eb5ce 0 0
08c17b48 59a2e1a7 e982983f 9f2eb5ce 9f2eb5d2 0 1
dc00fa1e 40a4b8e8 a3f5b206 9f2eb5ce 9f2eb5d2 0 1
8564b3d8 327e8102 44ffd2c1 9f2eb5ce 9f2eb5d2 0 0
1baca59c 282c1a55 c5c5bd4c 9f2eb5d2 9f2eb5d6 0 1
11eec9d8 88f3e689 f3ca9624 9f2eb5d2 9f2eb5d6 0 0
ef699da9 5f86dcc7 7901973c 9f2eb5d6 9f2eb5da 0 0
980470b3 16e5f248 f4b0b8f3 9f2eb5da 9f2eb5de 0 1
1272d3e7 6033f161 d1b044fd 9f2eb5da 9f2eb5de 0 1
163149ca b9050b57 1d783e1e 9f2eb5da 9f2eb5de 0 0
9c252fda 6050c06a 8f5b7c90 9f2eb5de 9f2eb5e2 0 0
274ce29c 2cfcddde 8b619880 9f2eb5e2 9f2eb5e6 0 1
a25c08fa 581e64ae 89acea96 9f2eb5e2 9f2eb5e6 0 0
813e12e2 36432937 1597fea9 9f2eb5e6 9f2eb5ea 0 0
e0ca3fa3 9e278b48 d1b4986d 9f2eb5ea 9f2eb5ee 0 1
87f6ffc6 fce3ed03 88538a73 9f2eb5ea 9f2eb5ee 0 0
350659a2 9e36c074 be485e7a 9f2eb5ee 9f2eb5f2 0 0
44e084d6 1b71d928 271e1ba5 9f2eb5f2 9f2eb5f6 0 1
4faed2db 30ffaa1b 6770fa1a 9f2eb5f2 9f2eb5f6 0 0
0c1aa959 aff132c5 477734cc 9f2eb5f6 9f2eb5fa 0 0
d3cfdfa2 0a2b3664 569ccc90 9f2eb5fa 9f2eb5fe 0 1
e55ed69f e2a0c8cc 1053fd38 9f2eb5fa 9f2eb5fe 3 1
4d8f2b07 0c471a93 5d42e666 9f2eb5fa 9f2eb5fe 0 1
ef0da443 999be8cf 4e4b59ed 9f2eb5fa 9f2eb5fe 0 1
8d389b15 fb84da50 f0db9ba7 9f2eb5fa 9f2eb5fe 0 1
039649a8 ecf5cde4 438b82d0 9f2eb5fa 9f2eb5fe 0 1
6c0d9eac cbbe36cc 34adac04 9f2eb5fa 9f2eb5fe 0 0
fe888c34 6df51c8b 35b59bcf 9f2eb5fe 9f2eb602 0 0
1e161b29 b8515ee1 dee4be3b 9f2eb602 9f2eb606 0 0
7e691ec9 d619a48b 7b6e5ad0 9f2eb606 9f2eb60a 0 0
32f33744 c5a17d49 e017d5af 9f2eb60a 9f2eb60e 0 1
301481ae 34cb3ac2 270dfabb 9f2eb60a 9f2eb60e 0 0
5208e777 3c66e8d4 b47e7f9b 9f2eb60e 9f2eb612 0 0
852845e9 95d24c78 635db9c6 9f2eb612 9f2eb616 0 1
7c8e45fc 1c0169ca 39060a9f 9f2eb612 9f2eb616 0 0
3a2dc7c0 95ca3eee 46c34856 9f2eb616 9f2eb61a 0 0
78a82ba8 934978c1 2a4a86d7 9f2eb61a 9f2eb61e 0 1
ff68e01e 0f5374bc c166a3bd 9f2eb61a 9f2eb61e 0 0
9d454add 9c077eb7 ed05bc93 9f2eb61e 9f2eb622 0 1
0f846a99 6b8dae88 66e70ed6 9f2eb61e 9f2eb622 0 0
cdaf7b8e edf69e9b cc9588bc 9f2eb622 9f2eb626 0 1
9ea5b5c4 1f6d553c 154ed7cd 9f2eb622 9f2eb626 0 0
ac1fbedc 23537cf5 6a146a08 9f2eb626 9f2eb62a 0 1
f0f39ac3 7787686d 98fe7515 9f2eb626 9f2eb62a 0 0
5b27529e 3a7d28d6 55635b45 9f2eb62a 9f2eb62e 0 0
6173dc9d 99a663a3 d35cf8ba 9f2eb62e 9f2eb632 0 0
ee8cda73 2fbef5e7 22d39598 9f2eb632 9f2eb636 1 0
c2796091 2f5c1f8d 04fe9e2c ee8cda73 ee8cda77 0 1
a6b6ecc6 cb23c205 17cbc8b9 ee8cda73 ee8cda77 0 0
025f5932 f1c45463 aad61488 ee8cda77 ee8cda7b 0 1
fefd3944 3f6c2f6b f0bccc9b ee8cda77 ee8cda7b 0 0
494b7662 a3a01da6 e2ad8838 ee8cda7b ee8cda7f 0 1
a8923b76 54abd0a6 3347e50a ee8cda7b ee8cda7f 0 1
34846849 eb30212d e79102ee ee8cda7b ee8cda7f 0 1
826061fc 672cc84d f110b532 ee8cda7b ee8cda7f 0 1
6a6bf46d 0c8ca897 041eeeef ee8cda7b ee8cda7f 0 1
cd187eaf 7829136d 8e6b4249 ee8cda7b ee8cda7f 0 0
165307f9 407ced15 84ca3016 ee8cda7f ee8cda83 0 1
10f7b214 8fc8ef71 9403fd95 ee8cda7f ee8cda83 0 0
cefa8fc6 5217680e cf1de3ad ee8cda83 ee8cda87 0 1
f46eae6a 78375732 f8fa1e49 ee8cda83 ee8cda87 0 0
fa27380a 224203d1 ac0cc4ca ee8cda87 ee8cda8b 0 0
26282813 2821fc32 8f50913d ee8cda8b ee8cda8f 0 1
386c6e0d caf94212 d1d7a876 ee8cda8b ee8cda8f 0 0
26752a0b c14a2ca2 2e878206 ee8cda8f ee8cda93 0 0
10185314 2026274a a452279a ee8cda93 ee8cda97 0 1
4f7736c0 3b59fd2c 6867cc2d ee8cda93 ee8cda97 0 0
e73cf786 565715df 217a15e4 ee8cda97 ee8cda9b 0 1
b851b8a4 21ae5268 f9949664 ee8cda97 ee8cda9b 0 1
a880b138 b796ff13 b053c420 ee8cda97 ee8cda9b 0 1
0c0cfd76 61e3cb21 934acc70 ee8cda97 ee8cda9b 0 1
5a38e02e 2f4c3c15 75ea86d6 ee8cda97 ee8cda9b 3 0
9160a157 9201d0c6 bcbc7750 75ea86d6 75ea86da 0 1
d8167153 4d3a42ca f456eb7c 75ea86d6 75ea86da 0 0
f2265f9e f631e6f9 72502055 75ea86da 75ea86de 0 1
52866ae2 85137378 a6552223 75ea86da 75ea86de 0 0
7578e54e 7b5b6390 8108f0a1 75ea86de 75ea86e2 0 0
afa726cd db34dcb4 1874d2fe 75ea86e2 75ea86e6 0 0
40876884 f891b61c 3fe5a2ea 75ea86e6 75ea86ea 0 1
b23a93ac 1803de15 6662797d 75ea86e6 75ea86ea 0 0
4abb47a5 3fb8559e 47ac8c85 75ea86ea 75ea86ee 0 1
ef2017db e4401bf5 fa5bfce3 75ea86ea 75ea86ee 0 1
b7859160 44f12445 89ec8b02 75ea86ea 75ea86ee 0 0
8eb1a425 3ce907c1 fc9e52a5 75ea86ee 75ea86f2 0 0
3869cf4c dcbe1429 a9bcd49f 75ea86f2 75ea86f6 0 1
09539747 f3585682 b648fd8b 75ea86f2 75ea86f6 0 1
728f2da4 ddbde0eb d498fd8b 75ea86f2 75ea86f6 0 1
bed2e4a7 5a84cd14 0d6d2fca 75ea86f2 75ea86f6 0 1
95056780 ce8df451 3a8e7cb9 75ea86f2 75ea86f6 0 0
c9c9fc7c c981d8af 9091c94f 75ea86f6 75ea86fa 0 1
b8b590cd 0105dcdd 7206094c 75ea86f6 75ea86fa 0 1
b2bed203 bab1261c 7d34553b 75ea86f6 75ea86fa 0 0
1f9d99af c34a34d6 17977de8 75ea86fa 75ea86fe 0 0
0e970781 2280980e c8e2c8f9 75ea86fe 75ea8702 0 1
9424d101 d2a854fa 1dc9a2b2 75ea86fe 75ea8702 0 1
5baa4b5d 89ba0f63 b9b8a714 75ea86fe 75ea8702 0 1
82b9658b 5acdb84e c3a51d1a 75ea86fe 75ea8702 1 0
dd3a2978 815db6a7 c6b7328e 82b9658b 82b9658f 0 0
27fa8fb5 17128128 a377d0c6 82b9658f 82b96593 0 1
a6818def 3f5cdc44 673026f9 82b9658f 82b96593 0 0
818ec4c8 8e6dceff 527b3127 82b96593 82b96597 0 1
dcce7588 3040ff93 d4cf3f2f 82b96593 82b96597 0 0
7288eca4 e9a7269c 1b68329d 82b96597 82b9659b 0 1
8ede2a6a 2747500e faaf22a8 82b96597 82b9659b 0 0
4c5d46fe 91307b66 4ed3ca5a 82b9659b 82b9659f 0 1
1bded1f7 398c6d61 9287811c 82b9659b 82b9659f 0 1
d81d30da 38b2fc7d c9253989 82b9659b 82b9659f 0 0
ac650233 f1f9b085 a07454d2 82b9659f 82b965a3 0 0
f4d55389 7bd3245e 49560eca 82b965a3 82b965a7 0 0
1beaa1f3 262f76d7 a095e9d1 82b965a7 82b965ab 0 1
de7542a8 727b820d ad992922 82b965a7 82b965ab 0 0
8e4c81b5 72fc92c5 20c47daa 82b965ab 82b965af 0 0
2467bf15 db43bb33 3c94cd1d 82b965af 82b965b3 0 1
968672e4 55c4a06c de739d23 82b965af 82b965b3 0 0
1972934a 9a33c9a5 df999ae1 82b965b3 82b965b7 0 0
1288b718 43c98400 2e1b6ade 82b965b7 82b965bb 0 0
0f9132da 0a17da8a b9f69037 82b965bb 82b965bf 0 0
c3f2613e aa7fd386 7cbcd8ca 82b965bf 82b965c3 0 0
b9d5d8e5 22623055 4bf7bed2 82b965c3 82b965c7 0 1
9e22ad92 067707cd 8a81fa7b 82b965c3 82b965c7 0 1
e3f0bb34 b3699f86 4eaf8a02 82b965c3 82b965c7 0 0
c3144d5b 40f5c5d4 9f452014 82b965c7 82b965cb 3 0
a204fad7 df576c07 0f0c8491 9f452014 9f452018 0 1
4fdc0562 30dcb7cb 82310420 9f452014 9f452018 0 0
a21015c6 159c9411 5e5f31c6 9f452018 9f45201c 0 1
61eab258 6c22b6ca b83dd971 9f452018 9f45201c 0 0
272d7087 4a564991 1594cd6b 9f45201c 9f452020 0 0
0dea099a 2b51c7bc dbe6bcbf 9f452020 9f452024 0 1
6a77d7e4 bed95ef8 f9f923aa 9f452020 9f452024 0 0
20fb232b f1bb4b9a f23959cd 9f452024 9f452028 0 1
4bdf1e1d 8205270a 971e989b 9f452024 9f452028 0 0
be8c399b 9f7e29de 3aacd403 9f452028 9f45202c 0 0
b22044a9 d4ea6e28 88a32bf7 9f45202c 9f452030 0 0
9d0fbdb9 0255b27d 3575185e 9f452030 9f452034 0 0
9b94303d 19ac47f4 2db93190 9f452034 9f452038 0 0
598122ac e636d0ff efe086b5 9f452038 9f45203c 0 1
d4897e3b 09748123 b8d595a5 9f452038 9f45203c 0 0
b815ab45 4439cd76 74a0193d 9f45203c 9f452040 0 0
1cb141a5 7d17a410 f1664122 9f452040 9f452044 0 1
2f9179c8 2cf23ba2 375552d7 9f452040 9f452044 0 0
5f2bcc56 3bd5be77 efb24010 9f452044 9f452048 0 1
3c8eb474 edff3ed9 708f88dc 9f452044 9f452048 0 0
9c083061 d25a6122 ea8bbe5b 9f452048 9f45204c 0 1
1aab825c 51a1b5a2 14ea197e 9f452048 9f45204c 0 0
1ae9dc6d 272bfd56 933d6c23 9f45204c 9f452050 0 1
a3148b79 3ce32acc cfd812e0 9f45204c 9f452050 0 1
6b148eee b7e2c4de f18c76e0 9f45204c 9f452050 3 0
88467b1c 95bfa3c1 d02b7e0a f18c76e0 f18c76e4 0 0
5fef9756 be6a8278 39f17e86 f18c76e4 f18c76e8 0 1
54484c6e c8bf911c 534599ea f18c76e4 f18c76e8 0 1
3ee3cf64 bda482ab ec8a9dd2 f18c76e4 f18c76e8 0 1
bdaeba10 2c4fa041 573b9c43 f18c76e4 f18c76e8 0 0
50e14411 4d21d9f3 39e4c54c f18c76e8 f18c76ec 0 0
79c8f155 774f28e5 c6199c56 f18c76ec f18c76f0 0 1
803ef8f4 42fe8de4 c604e19d f18c76ec f18c76f0 0 1
b8fd4cdb 5d79a65a afd36979 f18c76ec f18c76f0 0 1
53ad0961 d9b275e0 0be1b787 f18c76ec f18c76f0 0 1
a765b97b 58a63baa 785a41b6 f18c76ec f18c76f0 0 0
f4ee7bc0 8f44e63e 7d837cf0 f18c76f0 f18c76f4 0 0
0399fd86 599225bf 9838bbb3 f18c76f4 f18c76f8 0 0
57aedb75 c5a4fb30 d98df6a2 f18c76f8 f18c76fc 0 1
df2cabd3 9a1b8b57 0aeb6298 f18c76f8 f18c76fc 0 1
f2bc6e57 7b102ae7 856f3113 f18c76f8 f18c76fc 0 1
c07df381 945c6f80 3e645f85 f18c76f8 f18c76fc 0 1
8f6d7aac c6a05337 02e82cdb f18c76f8 f18c76fc 0 0
6fdcd445 b701c2c8 ad549972 f18c76fc f18c7700 0 0
b8ba6648 ede1b14d 1885cc03 f18c7700 f18c7704 0 1
ef5bdc38 18962aa7 e0f3fea7 f18c7700 f18c7704 0 1
bf07d6df 279c3d83 b95d2cba f18c7700 f18c7704 0 0
bef1efac 4690d21f e0a7aaea f18c7704 f18c7708 0 0
2929dfc1 995c8f70 05a5c7dc f18c7708 f18c770c 0 1
416db022 45f502ef 807f9508 f18c7708 f18c770c 3 1
905306f7 d4fb86c9 e13bd5f1 f18c7708 f18c770c 0 1
66e8276d 8512628e 8de54a5e f18c7708 f18c770c 0 0
81234b22 7679a3be defa7b9b f18c770c f18c7710 0 0
ef2f41e8 b9049895 97c104a2 f18c7710 f18c7714 0 0
47c1adfc 0df4242d 86893355 f18c7714 f18c7718 0 0
415164fd 4ffefc28 61392b35 f18c7718 f18c771c 0 0
102eadc3 2435bd33 a8be02ed f18c771c f18c7720 0 0
41d27d97 a1fc6a21 c80c8293 f18c7720 f18c7724 0 0
80ce226c 146d93f4 b164e207 f18c7724 f18c7728 0 1
65f8f212 83bd3044 1c7fae79 f18c7724 f18c7728 0 1
c46cb8e2 cda9ec47 5bdd3b8a f18c7724 f18c7728 0 1
d80b5284 70fc0cb8 99cd6ae1 f18c7724 f18c7728 0 0
e2e0f36a 9d47a92c 00c0e862 f18c7728 f18c772c 0 0
a8c68745 72766925 4036ee8c f18c772c f18c7730 0 0
0bd7a61b bba66948 6c75c41e f18c7730 f18c7734 0 1
81d9456a 93d21468 971dfb23 f18c7730 f18c7734 0 1
611a783c 86cf2b1f 784e0960 f18c7730 f18c7734 0 0
2d99c57e 26d7207c d65ace94 f18c7734 f18c7738 0 0
c6382ecb d98823aa f216be0a f18c7738 f18c773c 0 0
d6c611bc 4a0e8aaa 34e3c633 f18c773c f18c7740 0 1
5bf1cda6 1101d86e 3705843b f18c773c f18c7740 0 0
20eb7792 58dbdf4e 1d682567 f18c7740 f18c7744 0 0
6666429e 29f4aa51 3194b83a f18c7744 f18c7748 0 0
a58aa741 650f46c4 6aaf9d0e f18c7748 f18c774c 0 1
088864ad 1f0cd38e 145a3251 f18c7748 f18c774c 0 0
9ac84529 2b8562e9 bfe69308 f18c774c f18c7750 0 1
ade5b974 9b43db40 4fb8c5c3 f18c774c f18c7750 0 0
14eb76d7 b50a31bf 1078ccb3 f18c7750 f18c7754 0 1
16f14541 4131366c 65c45e2c f18c7750 f18c7754 0 0
c29a8b1c 737157ed d9a53d07 f18c7754 f18c7758 0 1
f7b1d8c8 4c190932 aac607ce f18c7754 f18c7758 0 1
0f41b958 9d7b4ae6 453a50ef f18c7754 f18c7758 0 0
43b280da a205345b 2f9513ff f18c7758 f18c775c 0 1
f2fa8ad1 522de51d 838ea804 f18c7758 f18c775c 0 0
52a2317c 5104eaad 558520e8 f18c775c f18c7760 0 1
7904ff8f c010a225 fffc9949 f18c775c f18c7760 0 1
1da861ca 70193df7 71c7e759 f18c775c f18c7760 0 0
ab97f74d 4bbeed12 20f6cd93 f18c7760 f18c7764 0 1
55a0f653 12b49913 afe71095 f18c7760 f18c7764 0 0
0164064a 55c946a7 346dbcc6 f18c7764 f18c7768 0 1
0ffc98c9 3182a02b 04669d6e f18c7764 f18c7768 0 1
39564923 67fa1c1e 671faa21 f18c7764 f18c7768 0 1
589e3a6f 6fa3672a a086cc82 f18c7764 f18c7768 0 0
b25d78c7 94d538ac 2b2c5f22 f18c7768 f18c776c 0 1
0e40d963 0c4b8377 8d4b9e61 f18c7768 f18c776c 0 0
56a8d0ea 987a76fc a149bec2 f18c776c f18c7770 0 1
c31f4701 47077476 6ff6468f f18c776c f18c7770 0 0
6477b7b9 93aa390a f4b6bf54 f18c7770 f18c7774 0 1
716d486d fb57a553 aa6caea6 f18c7770 f18c7774 0 0
90b87e48 a7a30de2 5c19c528 f18c7774 f18c7778 3 1
39d9ab0a c611e4b9 2ac9eda4 f18c7774 f18c7778 0 0
75fc08b8 76e7973a 0fb8fd02 f18c7778 f18c777c 0 1
4d88018c 1dff60cd 19676725 f18c7778 f18c777c 0 1
6ccae990 0df7f2a5 14dec1eb f18c7778 f18c777c 0 0
a7ed9398 ef59f71c 875155d7 f18c777c f18c7780 0 0
9fc262c0 d560ae4c 820a9e80 f18c7780 f18c7784 0 1
0752f43c e3784c5d fc7cf6f7 f18c7780 f18c7784 0 1
49d081de b1c734f0 1ad97595 f18c7780 f18c7784 0 1
ffa35a39 44712b4e a16346ad f18c7780 f18c7784 0 0
fedcbc67 298952db b9cddfc9 f18c7784 f18c7788 0 1
334eaaa8 5ce0d0b0 409de2f8 f18c7784 f18c7788 0 0
818bb0ac 6490ff02 5b226a66 f18c7788 f18c778c 0 1
a5e109c0 e4e94772 7947bca2 f18c7788 f18c778c 0 1
1fbcb952 8c1062bd 94d80b5a f18c7788 f18c778c 0 1
5c7cc98a 834d4984 f98c0157 f18c7788 f18c778c 0 1
4c24069f 21d22847 0a02ccdf f18c7788 f18c778c 0 1
b778e201 5a244f9d 0f1fa3e3 f18c7788 f18c778c 0 1
76b4f54a 40e6741b 68def676 f18c7788 f18c778c 0 0
ea515d2b e17b8818 c9e283a3 f18c778c f18c7790 0 0
0d87dbe1 1018b281 5fcb85e3 f18c7790 f18c7794 0 1
c26ebd6b 3326773e e945d2f8 f18c7790 f18c7794 0 1
248f4dc9 94a887e3 1021c09f f18c7790 f18c7794 0 1
5fc97933 6cd2120b 7102295e f18c7790 f18c7794 0 1
535685bc 5de57878 7b40ce13 f18c7790 f18c7794 0 1
cb58cf61 b3f7cd0e d33fa04f f18c7790 f18c7794 3 0
3fe096d2 4e2aff67 15778fb6 d33fa04f d33fa053 0 1
9aadbb13 8d65b7f6 1c4f4409 d33fa04f d33fa053 0 1
7175ba1d bf7300fd 8a083e28 d33fa04f d33fa053 0 1
b8957364 f74a2f5c e3a6c655 d33fa04f d33fa053 0 1
4279f3e2 05a5c7de 66fe2e0b d33fa04f d33fa053 0 1
58be189d 63c175ca f51a2b4b d33fa04f d33fa053 0 0
e2346a65 bdb30c30 21b7934f d33fa053 d33fa057 0 0
76d6961e f32a1d8e 3062302a d33fa057 d33fa05b 0 1
50ef5a6e 917fe5f8 0f0fcc93 d33fa057 d33fa05b 0 1
accf17aa 7bd138f9 b323e829 d33fa057 d33fa05b 0 1
992bf867 b993f33e 4c16a4af d33fa057 d33fa05b 0 1
6e47bc5c 4115a41e 6b1a2613 d33fa057 d33fa05b 0 1
c9454f41 f8505cee 691da9a2 d33fa057 d33fa05b 0 0
4d9b99fb 00bd3c54 49889b38 d33fa05b d33fa05f 0 0
8d6c0f38 c26a2790 85f257f0 d33fa05f d33fa063 0 1
a4e7c4de d70df0b9 9054053b d33fa05f d33fa063 0 1
85a0a78f fe898d1f e9cfefc9 d33fa05f d33fa063 0 0
2eadce8d f13b017f a1411573 d33fa063 d33fa067 0 0
e86f57c4 0ec60854 c91e2940 d33fa067 d33fa06b 0 0
